iteration_number,unreachable_points_number,recall
2631,29608,0.972556
2632,29618,0.972549
2633,29628,0.972529
2634,29642,0.972482
2635,29650,0.972466
2636,29660,0.972469
2637,29670,0.972494
2638,29682,0.972481
2639,29684,0.972434
2640,29697,0.972450
2641,29711,0.972451
2642,29721,0.972420
2643,29728,0.972446
2644,29740,0.972426
2645,29752,0.972414
2646,29771,0.972440
2647,29779,0.972393
2648,29790,0.972368
2649,29806,0.972371
2650,29816,0.972357
2651,29829,0.972361
2652,29837,0.972344
2653,29850,0.972333
2654,29857,0.972323
2655,29866,0.972271
2656,29873,0.972233
2657,29880,0.972189
2658,29892,0.972176
2659,29901,0.972193
2660,29907,0.972201
2661,29919,0.972211
2662,29927,0.972186
2663,29942,0.972191
2664,29955,0.972172
2665,29965,0.972165
2666,29977,0.972165
2667,29985,0.972110
2668,29993,0.972130
2669,30001,0.972150
2670,30010,0.972118
2671,30025,0.972087
2672,30031,0.972091
2673,30039,0.972070
2674,30046,0.972041
2675,30056,0.972046
2676,30067,0.972006
2677,30079,0.972007
2678,30097,0.971983
2679,30106,0.971995
2680,30117,0.971983
2681,30125,0.971931
2682,30138,0.971905
2683,30155,0.971900
2684,30167,0.971879
2685,30182,0.971830
2686,30189,0.971846
2687,30201,0.971839
2688,30214,0.971845
2689,30227,0.971843
2690,30243,0.971878
2691,30247,0.971838
2692,30261,0.971833
2693,30274,0.971840
2694,30283,0.971850
2695,30289,0.971809
2696,30299,0.971802
2697,30311,0.971775
2698,30321,0.971802
2699,30332,0.971806
2700,30343,0.971774
2701,30350,0.971759
2702,30364,0.971747
2703,30373,0.971731
2704,30380,0.971710
2705,30388,0.971729
2706,30396,0.971679
2707,30404,0.971676
2708,30414,0.971692
2709,30426,0.971716
2710,30433,0.971709
2711,30440,0.971702
2712,30450,0.971687
2713,30459,0.971675
2714,30470,0.971666
2715,30485,0.971620
2716,30502,0.971607
2717,30507,0.971570
2718,30524,0.971564
2719,30540,0.971537
2720,30550,0.971515
2721,30559,0.971484
2722,30578,0.971468
2723,30587,0.971451
2724,30599,0.971454
2725,30615,0.971463
2726,30628,0.971439
2727,30638,0.971454
2728,30643,0.971454
2729,30657,0.971425
2730,30668,0.971397
2731,30683,0.971385
2732,30697,0.971398
2733,30707,0.971400
2734,30713,0.971401
2735,30724,0.971388
2736,30734,0.971391
2737,30747,0.971312
2738,30750,0.971331
2739,30764,0.971311
2740,30771,0.971309
2741,30783,0.971294
2742,30799,0.971281
2743,30812,0.971236
2744,30829,0.971181
2745,30835,0.971201
2746,30849,0.971164
2747,30863,0.971140
2748,30872,0.971174
2749,30879,0.971158
2750,30895,0.971134
2751,30905,0.971145
2752,30917,0.971127
2753,30928,0.971119
2754,30933,0.971121
2755,30938,0.971125
2756,30945,0.971144
2757,30957,0.971106
2758,30973,0.971127
2759,30980,0.971109
2760,30989,0.971086
2761,30998,0.971081
2762,31005,0.971071
2763,31016,0.971058
2764,31025,0.971046
2765,31032,0.971058
2766,31045,0.971030
2767,31056,0.971052
2768,31065,0.971044
2769,31076,0.971046
2770,31088,0.971033
2771,31099,0.970987
2772,31107,0.970960
2773,31120,0.970952
2774,31130,0.970974
2775,31140,0.970926
2776,31151,0.970933
2777,31156,0.970961
2778,31164,0.970963
2779,31177,0.970933
2780,31186,0.970927
2781,31198,0.970911
2782,31212,0.970913
2783,31221,0.970915
2784,31235,0.970900
2785,31244,0.970891
2786,31252,0.970889
2787,31264,0.970891
2788,31273,0.970862
2789,31285,0.970820
2790,31287,0.970833
2791,31301,0.970805
2792,31308,0.970857
2793,31321,0.970821
2794,31339,0.970829
2795,31346,0.970823
2796,31356,0.970779
2797,31366,0.970781
2798,31377,0.970754
2799,31389,0.970710
2800,31401,0.970713
2801,31411,0.970737
2802,31422,0.970707
2803,31431,0.970706
2804,31440,0.970700
2805,31453,0.970714
2806,31464,0.970689
2807,31475,0.970661
2808,31487,0.970633
2809,31502,0.970627
2810,31515,0.970629
2811,31526,0.970642
2812,31536,0.970629
2813,31551,0.970621
2814,31562,0.970606
2815,31574,0.970594
2816,31589,0.970562
2817,31604,0.970578
2818,31615,0.970585
2819,31625,0.970576
2820,31635,0.970540
2821,31648,0.970530
2822,31661,0.970474
2823,31672,0.970505
2824,31681,0.970504
2825,31697,0.970462
2826,31708,0.970408
2827,31712,0.970398
2828,31728,0.970399
2829,31734,0.970371
2830,31753,0.970390
2831,31765,0.970382
2832,31773,0.970383
2833,31780,0.970366
2834,31790,0.970370
2835,31803,0.970367
2836,31817,0.970341
2837,31831,0.970337
2838,31843,0.970297
2839,31851,0.970311
2840,31860,0.970315
2841,31864,0.970296
2842,31870,0.970240
2843,31886,0.970273
2844,31900,0.970278
2845,31911,0.970297
2846,31925,0.970279
2847,31938,0.970269
2848,31951,0.970238
2849,31963,0.970252
2850,31970,0.970226
2851,31979,0.970210
2852,31988,0.970162
2853,31989,0.970178
2854,32001,0.970150
2855,32011,0.970139
2856,32018,0.970122
2857,32028,0.970150
2858,32039,0.970170
2859,32051,0.970127
2860,32060,0.970118
2861,32062,0.970118
2862,32078,0.970125
2863,32084,0.970093
2864,32097,0.970102
2865,32109,0.970100
2866,32113,0.970070
2867,32127,0.970057
2868,32140,0.970069
2869,32149,0.970048
2870,32162,0.970061
2871,32167,0.969991
2872,32181,0.970008
2873,32192,0.969988
2874,32206,0.969978
2875,32213,0.969967
2876,32218,0.969957
2877,32229,0.969913
2878,32237,0.969907
2879,32250,0.969926
2880,32263,0.969905
2881,32268,0.969934
2882,32281,0.969921
2883,32293,0.969911
2884,32300,0.969893
2885,32309,0.969846
2886,32314,0.969889
2887,32324,0.969853
2888,32339,0.969835
2889,32358,0.969836
2890,32371,0.969832
2891,32377,0.969799
2892,32387,0.969804
2893,32397,0.969819
2894,32406,0.969845
2895,32412,0.969793
2896,32422,0.969776
2897,32431,0.969756
2898,32444,0.969724
2899,32453,0.969708
2900,32462,0.969723
2901,32471,0.969692
2902,32476,0.969673
2903,32493,0.969667
2904,32505,0.969657
2905,32510,0.969658
2906,32516,0.969647
2907,32527,0.969641
2908,32534,0.969627
2909,32544,0.969617
2910,32560,0.969594
2911,32573,0.969585
2912,32585,0.969584
2913,32593,0.969551
2914,32601,0.969561
2915,32609,0.969570
2916,32616,0.969542
2917,32628,0.969547
2918,32634,0.969535
2919,32644,0.969500
2920,32654,0.969475
2921,32663,0.969484
2922,32675,0.969492
2923,32688,0.969464
2924,32702,0.969375
2925,32716,0.969424
2926,32721,0.969433
2927,32730,0.969390
2928,32737,0.969436
2929,32750,0.969442
2930,32764,0.969392
2931,32776,0.969398
2932,32791,0.969409
2933,32799,0.969364
2934,32814,0.969334
2935,32825,0.969324
2936,32829,0.969268
2937,32842,0.969270
2938,32851,0.969227
2939,32872,0.969247
2940,32887,0.969259
2941,32895,0.969279
2942,32910,0.969266
2943,32918,0.969261
2944,32927,0.969276
2945,32935,0.969291
2946,32946,0.969270
2947,32958,0.969267
2948,32969,0.969244
2949,32973,0.969228
2950,32980,0.969188
2951,32993,0.969153
2952,33012,0.969137
2953,33023,0.969136
2954,33035,0.969121
2955,33047,0.969111
2956,33058,0.969116
2957,33066,0.969111
2958,33078,0.969063
2959,33089,0.969055
2960,33096,0.969031
2961,33101,0.969034
2962,33112,0.969046
2963,33124,0.969074
2964,33133,0.969051
2965,33143,0.969066
2966,33160,0.969041
2967,33177,0.969061
2968,33186,0.968987
2969,33198,0.968965
2970,33209,0.968955
2971,33213,0.968966
2972,33226,0.968973
2973,33233,0.969011
2974,33243,0.969011
2975,33252,0.968983
2976,33264,0.968974
2977,33275,0.969006
2978,33284,0.968989
2979,33296,0.968971
2980,33307,0.968977
2981,33316,0.968947
2982,33332,0.968900
2983,33341,0.968897
2984,33354,0.968900
2985,33357,0.968888
2986,33367,0.968866
2987,33382,0.968870
2988,33388,0.968845
2989,33393,0.968841
2990,33404,0.968858
2991,33416,0.968793
2992,33427,0.968779
2993,33436,0.968817
2994,33450,0.968785
2995,33455,0.968790
2996,33470,0.968759
2997,33482,0.968768
2998,33489,0.968761
2999,33512,0.968716
3000,33520,0.968686
